dataset,epoch,loss,F1,recall,precision,accuracy,confusion_matrix,roc_auc,pr_auc,0vr_roc_auc,0vr_pr_auc,1vr_roc_auc,1vr_pr_auc,2vr_roc_auc,2vr_pr_auc,time
train,6,0.9466591647693089,0.5344953218958024,0.5538197156694267,0.58886868953098,0.5538197156694267,"[[2142 1005  236]
 [ 191 1307   97]
 [ 217 1110   96]]",0.7413956303005195,0.536740481229451,0.8031865952770909,0.8328964876292582,0.7288103167800959,0.419428016432104,0.6921899788443713,0.35789693962699065,0 days 00:00:01.638388
val,6,0.9438693523406982,0.5774510096124421,0.5800856967965722,0.6056136156981794,0.5800856967965722,"[[1745  480  312]
 [ 164  907  200]
 [ 173  729  191]]",0.7535069523349591,0.5453492314910355,0.8215867095914475,0.8373765590566493,0.7591629765937755,0.47797355046186457,0.6797711708196545,0.32069758495459283,0 days 00:00:00.943029
train,7,0.9378457239695958,0.5363276189401808,0.5477269176691142,0.6037233136925328,0.5477269176691142,"[[2318  124  941]
 [ 218  160 1217]
 [ 237  158 1028]]",0.7514607569616113,0.5424310537920164,0.820132216847697,0.8453350825774103,0.7321018528302526,0.4112105788292351,0.7021482012068844,0.3707474999694036,0 days 00:00:01.612744
val,7,0.940606164932251,0.4745961910171538,0.5143848194246072,0.5273004922519284,0.5143848194246072,"[[1527    0 1010]
 [ 102    0 1169]
 [  99    0  994]]",0.7676489951884712,0.558097720154335,0.8396201530379153,0.8582021580414794,0.7671141354175472,0.4835982757684857,0.696212697109951,0.3324927266530403,0 days 00:00:00.858076
train,8,0.9155529396874564,0.5730933215297727,0.5602249648492423,0.6027290608175064,0.5602249648492423,"[[2282  575  526]
 [ 236  915  444]
 [ 223  811  389]]",0.7732254701092055,0.5643512242930093,0.8444512744206748,0.8570758011011803,0.7453032194605228,0.4410727130220345,0.7299219164464191,0.39490515875581317,0 days 00:00:01.636409
val,8,0.9007667899131775,0.5774076062734965,0.6139563354417465,0.6146654257137442,0.6139563354417465,"[[1884  563   90]
 [ 168 1052   51]
 [ 246  774   73]]",0.7859934969586213,0.5818332186779434,0.8606138457095561,0.8705707518615673,0.7841726759043117,0.49751527325904704,0.7131939692619957,0.37741363091321567,0 days 00:00:00.853667
train,9,0.8821548734392438,0.5818926906145225,0.611310732698016,0.5964700800174723,0.611310732698016,"[[2664  575  144]
 [ 320 1128  147]
 [ 316  986  121]]",0.7920545166692375,0.5781530364439438,0.8678516153057025,0.86929075217155,0.7572357306762576,0.44179780598881335,0.7510762040257527,0.42337055117146777,0 days 00:00:01.616439
val,9,0.9478871941566467,0.4818271483757676,0.521934299122628,0.6635553333027354,0.521934299122628,"[[1552    1  984]
 [  95    1 1175]
 [  88    0 1005]]",0.784442552135062,0.5567841700375388,0.8685908786841381,0.8759836012673927,0.7608124012458466,0.43123539908955266,0.7239243764752012,0.36313350975567094,0 days 00:00:00.877967
train,10,0.8735151631491525,0.5653150405028871,0.6064677394157163,0.6001400584246609,0.6064677394157163,"[[2716  141  526]
 [ 298   90 1207]
 [ 307   40 1076]]",0.8044898237262051,0.5998507378803605,0.880743815753621,0.8760404753679792,0.7711290223688518,0.46868598215011864,0.7615966330561427,0.4548257561229836,0 days 00:00:01.517640
val,10,0.9007118463516235,0.5359828917438768,0.5590695776372169,0.5404540791183581,0.5590695776372169,"[[1939  312  286]
 [ 245   98  928]
 [ 249  141  703]]",0.7903089930499752,0.587728864292821,0.8686557393886887,0.8713213695397002,0.7756745626640484,0.5010863938934271,0.7265966770971883,0.39077882944533565,0 days 00:00:00.831173
train,11,0.8410862854548863,0.6398267067251932,0.6420871738790814,0.6418195589953776,0.6420871738790814,"[[2822  478   83]
 [ 318  770  507]
 [ 289  616  518]]",0.8175111048539166,0.6129672123090107,0.898102076280126,0.8882915868624786,0.7813945994883615,0.48227255353277204,0.7730366387932625,0.46833749653178147,0 days 00:00:01.546619
val,11,0.9106448769569397,0.5792221476079903,0.5755968169761273,0.6295573593970564,0.5755968169761273,"[[1751  764   22]
 [ 155  835  281]
 [ 165  693  235]]",0.782276726702093,0.5555950015419309,0.868325099858807,0.8726890490161194,0.7416980404141551,0.41051453671805194,0.7368070398333167,0.38358141889162134,0 days 00:00:00.843480
train,12,0.8385284457887922,0.6485792266489931,0.6525542883924387,0.6542838435900921,0.6525542883924387,"[[2835  499   49]
 [ 311  852  432]
 [ 296  637  490]]",0.815477724530188,0.6108823957810451,0.8934632426154472,0.8848246851531975,0.7766813165883294,0.4777120243927584,0.7762886143867873,0.4701104777971796,0 days 00:00:01.562068
val,12,0.9299805045127869,0.5695187242100822,0.5502958579881657,0.6233860699489072,0.5502958579881657,"[[1621  708  208]
 [  97  356  818]
 [  96  277  720]]",0.7642486329964967,0.5315618410568382,0.8811806915851824,0.8854801497470458,0.6584866257886786,0.31721992770324103,0.7530785816156289,0.3919854457202278,0 days 00:00:00.845789
train,13,0.8199027265821185,0.6607865163666317,0.6603655678800188,0.6726484401559749,0.6603655678800188,"[[2781  554   48]
 [ 250  922  423]
 [ 256  643  524]]",0.8249947113493558,0.6224485940809592,0.9050516587145764,0.8969739380990011,0.7797318399023163,0.4824804427262881,0.7902006354311748,0.4878914014175886,0 days 00:00:01.541915
val,13,0.8954648613929749,0.5978932785876305,0.5770250969189962,0.6375397714057115,0.5770250969189962,"[[1708  724  105]
 [ 118  524  629]
 [ 122  375  596]]",0.7846361509203259,0.5590006318563289,0.887673098047376,0.8912675943409423,0.7019090844067597,0.37272901562760363,0.7643262703068417,0.4130052856004406,0 days 00:00:00.836885
train,14,0.8009624225752694,0.6757188811149042,0.6741134197781596,0.6783693024499826,0.6741134197781596,"[[2815  492   76]
 [ 267  800  528]
 [ 256  467  700]]",0.8318339764553088,0.641009670473374,0.9071073607620215,0.9000202392015407,0.7899327773407587,0.5208726282287949,0.7984617912631461,0.5021361439897862,0 days 00:00:01.551665
val,14,1.0101047873497009,0.5328991762483397,0.5296878188124873,0.6240712604099788,0.5296878188124873,"[[1461  615  461]
 [  53  184 1034]
 [  49   93  951]]",0.7668130543320357,0.5456331071562385,0.892307220313639,0.8989150064953626,0.6224906962479383,0.3172212118057349,0.7856412464345298,0.420763103167618,0 days 00:00:00.869684
train,15,0.8437328253473554,0.6595886853536779,0.6511482580846742,0.6729742839020771,0.6511482580846742,"[[2625  618  140]
 [ 223  850  522]
 [ 220  510  693]]",0.8217116182077456,0.6356997218392125,0.8955255558970543,0.8895623447783805,0.7722186999792577,0.5230355055519434,0.7973905987469251,0.49450131518731383,0 days 00:00:01.519793
val,15,0.863769817352295,0.6182082690940213,0.6162007753519689,0.6393463384059481,0.6162007753519689,"[[1958  549   30]
 [ 198  738  335]
 [ 191  578  324]]",0.8029536744115199,0.5873532330301862,0.8843224340671764,0.8926660318418888,0.7404201156114467,0.44497853434132956,0.7841184735559364,0.42441513290734006,0 days 00:00:00.919220
train,16,0.8030362129211426,0.6681354691226463,0.6673957194188408,0.669322877097775,0.6673957194188408,"[[2807  418  158]
 [ 292  697  606]
 [ 239  416  768]]",0.8310783031959029,0.6461288405033758,0.9055530840966616,0.9017795694837015,0.7861464966075581,0.5327730554177371,0.8015353288834893,0.5038338966086889,0 days 00:00:01.638357
val,16,0.8926118373870849,0.5812676389959001,0.5594776576208937,0.6518575701907452,0.5594776576208937,"[[1559  695  283]
 [  56  427  788]
 [  66  271  756]]",0.796258634249718,0.6024074550971069,0.8963054075486522,0.9066667271469968,0.6963233652597789,0.46098835975158375,0.7961471299407229,0.4395672783927399,0 days 00:00:00.889680
train,17,0.7800913112504142,0.6919549888247642,0.6872363693172941,0.6997111256192577,0.6872363693172941,"[[2736  441  206]
 [ 191  789  615]
 [ 228  321  874]]",0.8443149481992905,0.6707355258725701,0.912231507986273,0.9072349382808084,0.8034669959311571,0.5773579127574462,0.8172463406804416,0.5276137265794558,0 days 00:00:01.521479
val,17,0.8503471493721009,0.6398626443013975,0.628443174862273,0.6658340385458699,0.628443174862273,"[[1865  517  155]
 [ 125  493  653]
 [ 108  263  722]]",0.8094166593821647,0.5968726763977477,0.903802071140688,0.9119308859812123,0.7173811644807997,0.43797956574086117,0.8070667425250063,0.4407075774711695,0 days 00:00:00.823049
train,18,0.7470875552722386,0.7129741152859802,0.714732073113576,0.7183753441571984,0.714732073113576,"[[2858  334  191]
 [ 243  732  620]
 [ 238  200  985]]",0.8577497532073745,0.7047318577714582,0.9198680221361751,0.9168507321315892,0.8152119150956811,0.6138042248994848,0.838169322390267,0.5835406162833006,0 days 00:00:01.620806
val,18,0.8696047902107239,0.620107238719205,0.6204856151805754,0.6556010601545951,0.6204856151805754,"[[1853  429  255]
 [ 131  316  824]
 [  91  130  872]]",0.801674031054746,0.5955358942606691,0.8989930417302768,0.9096467429084001,0.7170001278791781,0.431493210919806,0.7890289235547832,0.4454677289538012,0 days 00:00:00.866692
train,19,0.7102236832891192,0.7151787641001361,0.7172316825496017,0.7245870972455996,0.7172316825496017,"[[2848  335  200]
 [ 219  703  673]
 [ 223  160 1040]]",0.8704356745877692,0.7309857690109406,0.9264123604025665,0.9216188739528628,0.8352308438902782,0.6465999138656161,0.8496638194704627,0.6247385192143428,0 days 00:00:01.514722
val,19,0.8761077046394348,0.6308490900788634,0.6298714548051418,0.6372170417956002,0.6298714548051418,"[[2054  431   52]
 [ 296  608  367]
 [ 166  502  425]]",0.8079079952438221,0.6132289681636373,0.9028581728155949,0.9099485302996945,0.7298066856968223,0.48677572237757966,0.7910591272190487,0.44296265181363786,0 days 00:00:00.831025
train,20,0.7009330477033343,0.7262220665801609,0.7261365411654429,0.7285750121470774,0.7261365411654429,"[[2874  354  155]
 [ 227  828  540]
 [ 229  248  946]]",0.8747216964352216,0.741957189411646,0.9256205794105208,0.9247924372368369,0.8436994248307693,0.6618290809814675,0.8548450850643745,0.6392500500166338,0 days 00:00:01.547572
val,20,0.9034588098526001,0.6087301133707372,0.607018975719241,0.6398049561097422,0.607018975719241,"[[1781  527  229]
 [ 171  339  761]
 [ 103  135  855]]",0.7942310025855795,0.6093216977644159,0.8975951184733291,0.9084018162485941,0.6966352604075227,0.44987669542386943,0.788462628875887,0.4696865816207843,0 days 00:00:00.840899
train,21,0.7013177445956639,0.7206647736356535,0.7223871270114045,0.7283223807244735,0.7223871270114045,"[[2853  331  199]
 [ 225  744  626]
 [ 240  156 1027]]",0.8755326397054278,0.7461369747149168,0.9248725305081522,0.9238153032847027,0.8419681771870845,0.6676786378413987,0.8597572114210467,0.6469169830186493,0 days 00:00:01.517338
val,21,0.9429758429527283,0.5948003801145807,0.5872270965109161,0.6676263177962181,0.5872270965109161,"[[1624  504  409]
 [  64  324  883]
 [  43  120  930]]",0.7913851840277663,0.615758023825186,0.9045777318028208,0.9173626434835371,0.682630756459524,0.4454107110677314,0.7869470638209538,0.4845007169242895,0 days 00:00:00.945389
train,22,0.7202177047729492,0.7019781041416217,0.7027027027027027,0.7207609217703275,0.7027027027027027,"[[2796  287  300]
 [ 192  649  754]
 [ 207  163 1053]]",0.8718067752168904,0.7376232035030416,0.9265591787730607,0.9300594618563118,0.8345599870590185,0.6445143573663269,0.8543011598185919,0.6382957912864862,0 days 00:00:01.531549
val,22,0.8198960065841675,0.6432407721560947,0.6535400938583963,0.6698276491816668,0.6535400938583963,"[[2040  238  259]
 [ 199  307  765]
 [  97  140  856]]",0.8148900872817052,0.6435206165305332,0.9227890002914565,0.9268978538609697,0.7322327054248949,0.5138147660152914,0.7896485561287644,0.4898492297153385,0 days 00:00:00.867701
train,23,0.6938585128102984,0.7305535185304889,0.7266052179346977,0.7365435018400481,0.7266052179346977,"[[2805  418  160]
 [ 156  913  526]
 [ 215  275  933]]",0.8805385279335608,0.7570743661106577,0.9274389136655091,0.9274285093551298,0.8524135843779395,0.6840812101264497,0.8617630857572336,0.6597133788503937,0 days 00:00:01.629188
val,23,0.8536707639694214,0.6433362307926048,0.6370128545194859,0.6736634079927646,0.6370128545194859,"[[1871  450  216]
 [ 151  423  697]
 [  55  210  828]]",0.802659907308493,0.6339292714524362,0.9197798137480684,0.9245216437947443,0.7024745704668458,0.5031519340298678,0.7857253377105647,0.47411423653269624,0 days 00:00:00.873293
train,24,0.6835313013621739,0.7372137095974076,0.735510076550539,0.7411515211476615,0.735510076550539,"[[2867  385  131]
 [ 192  861  542]
 [ 193  250  980]]",0.8800047188517827,0.7558493470842625,0.9267497782053368,0.9305488226000955,0.8459386581819748,0.6614178318208047,0.8673257201680367,0.675581386831887,0 days 00:00:01.514524
val,24,0.8580247163772583,0.6725708476242427,0.6768006529279739,0.6714999823531094,0.6768006529279739,"[[2145  326   66]
 [ 340  636  295]
 [ 206  351  536]]",0.8302330175778971,0.6821830580127487,0.9079278122034167,0.9129819750448602,0.7768491004024944,0.5583785487259058,0.8059221401277803,0.5751886502674801,0 days 00:00:00.847668
train,25,0.6687447513852801,0.7273752056427542,0.7269176691142009,0.738219813128563,0.7269176691142009,"[[2852  266  265]
 [ 190  793  612]
 [ 246  169 1008]]",0.8903677883932398,0.7831368047572282,0.9314552139326814,0.934830471820798,0.8684175475535414,0.7185951001705916,0.8712306036934967,0.6959848422802951,0 days 00:00:01.512843
val,25,0.9276726245880127,0.6117362600271224,0.6011018159559275,0.6494400347577102,0.6011018159559274,"[[1714  641  182]
 [ 154  416  701]
 [  75  202  816]]",0.7895925406917544,0.6262688043091017,0.8932994723773433,0.9097451136431747,0.6960179724431208,0.4594970479377115,0.7794601772547994,0.5095642513464187,0 days 00:00:00.875767
train,26,0.6425779376711164,0.7392465815772038,0.7361349789095454,0.7481701133107941,0.7361349789095454,"[[2856  351  176]
 [ 126  848  621]
 [ 195  220 1008]]",0.8982966513552256,0.7902297786454963,0.940915449269111,0.9441087253818102,0.8781086077095377,0.7280212936861363,0.8758658970870283,0.6985593168685426,0 days 00:00:01.526750
val,26,0.8680306315422058,0.6617294516919635,0.6625178534992858,0.6634821900179386,0.6625178534992858,"[[2105  395   37]
 [ 289  624  358]
 [ 190  385  518]]",0.8176420326162566,0.6588186994804219,0.9012165633897504,0.9070762844590239,0.7680319394502928,0.5366757382642083,0.7836775950087262,0.5327040757180337,0 days 00:00:00.829823
train,27,0.6261340805462429,0.7621833773120776,0.7622246523980628,0.762705861977989,0.7622246523980628,"[[2990  305   88]
 [ 160 1040  395]
 [ 229  345  849]]",0.9061406462210521,0.8065436718290265,0.9424764840849474,0.9467608414863071,0.8906929295538362,0.7619618164262238,0.8852525250243729,0.7109083575745485,0 days 00:00:01.510716
val,27,0.9855869531631469,0.621716624265892,0.6208936951642522,0.6386461456856779,0.6208936951642522,"[[1886  454  197]
 [ 215  382  674]
 [ 137  181  775]]",0.7938695013956938,0.6337237836658645,0.8724626792506438,0.8815733433525316,0.7366343500811707,0.4871955133635834,0.7725114748552668,0.5324024942814783,0 days 00:00:00.884817
train,28,0.5976957678794861,0.7585199993709236,0.7580065614747695,0.7681212092994109,0.7580065614747695,"[[2956  231  196]
 [ 139  853  603]
 [ 205  175 1043]]",0.9089598556217582,0.8100911816933963,0.9497136796914835,0.9528930903523017,0.8912288322981852,0.7604322602874014,0.8859370548756059,0.7169481944404857,0 days 00:00:01.530782
val,28,0.9819609642028808,0.6560214140626899,0.6561926137522954,0.6560730735515649,0.6561926137522954,"[[2089  405   43]
 [ 288  558  425]
 [ 179  345  569]]",0.7959193281222766,0.6295871977579047,0.8825946215969807,0.8913983064680203,0.7453825863238638,0.49224145914326617,0.7597807764459854,0.5051218276624276,0 days 00:00:00.817065
train,29,0.5771441246782031,0.7708329533008772,0.7701921574753945,0.7730785431423237,0.7701921574753945,"[[2991  328   64]
 [ 132 1088  375]
 [ 216  356  851]]",0.9144534179535907,0.8175803582036648,0.9531334017767472,0.956732467742041,0.8966786553380897,0.7747413997233146,0.8935481967459351,0.7212672071456385,0 days 00:00:01.515231
val,29,1.0053778648376466,0.6684482079532224,0.6612936135482554,0.6808014188267213,0.6612936135482554,"[[1966  518   53]
 [ 229  697  345]
 [ 147  368  578]]",0.8035538183888518,0.6413402656101874,0.8703396166515605,0.879173380648584,0.7527330381275021,0.4668685344768757,0.7875888003874926,0.5779788817051026,0 days 00:00:00.837401
train,30,0.5736961109297616,0.7851643941388056,0.7847211373222934,0.785740964641591,0.7847211373222934,"[[3032  252   99]
 [ 120 1045  430]
 [ 209  268  946]]",0.9201602697757529,0.8277977398380614,0.95592775008242,0.9593464237141154,0.907007371924071,0.7938885737900513,0.897545687320768,0.7301582220100175,0 days 00:00:01.558233
val,30,1.0881097316741943,0.6470528638244495,0.6425219342991226,0.6627440942745545,0.6425219342991226,"[[1927  405  205]
 [ 195  484  592]
 [ 131  224  738]]",0.7907554416769859,0.6408039316700173,0.8685568643300806,0.8575427257659423,0.7501797894545194,0.5060500517106231,0.7535296712463577,0.5588190175334865,0 days 00:00:00.861071
train,31,0.5894051449639457,0.7708488712944919,0.7703483830651461,0.7747268967116199,0.7703483830651461,"[[2980  237  166]
 [ 158  941  496]
 [ 198  215 1010]]",0.9134180092253007,0.8198505379075729,0.9511902865984702,0.9547986206452347,0.8970088330026339,0.7817612467591389,0.8920549080747981,0.722991746318345,0 days 00:00:01.522006
val,31,1.0094033360481263,0.6771454415244075,0.6753723729851051,0.6790915639125777,0.6753723729851051,"[[2076  382   79]
 [ 231  627  413]
 [ 178  308  607]]",0.8006181610388211,0.6281499768186524,0.8764568647969443,0.8577447879902237,0.7641611017549793,0.49006697253609877,0.7612365165645397,0.5366381699296346,0 days 00:00:00.868721
train,32,0.5624389222690037,0.784368409634336,0.7845649117325418,0.7850622685704105,0.7845649117325418,"[[3047  233  103]
 [ 129 1006  460]
 [ 217  237  969]]",0.9201777434525374,0.827212424083483,0.9571982823719815,0.9602706307469122,0.9051448228898828,0.790999162393982,0.8981901250957481,0.7303674791095548,0 days 00:00:01.530766
val,32,1.1578889846801759,0.6813980065996297,0.6829218526831259,0.6967476834307295,0.6829218526831259,"[[2070  418   49]
 [ 262  817  192]
 [ 198  435  460]]",0.7918104677881009,0.6441272545148403,0.8581629781100958,0.8450075352281998,0.7716688015987064,0.5240941909004377,0.7455996236555007,0.5632800374158835,0 days 00:00:00.951996
train,33,0.5572486945561,0.7785840518322136,0.7787845649117325,0.7824767072792249,0.7787845649117325,"[[3034  231  118]
 [ 130  926  539]
 [ 197  201 1025]]",0.9223378619213295,0.8278847517341168,0.959342379068774,0.9634901806079794,0.9047345468112612,0.7869338490915494,0.9029366598839532,0.7332302255028215,0 days 00:00:01.567281
val,33,1.1765941858291626,0.6797351926041796,0.6788410528463579,0.7150178823556554,0.6788410528463579,"[[1984  505   48]
 [ 221  917  133]
 [ 152  515  426]]",0.7924863968388803,0.6482984889823746,0.8614435291693094,0.8463821470074422,0.7747306409347751,0.5279084899188906,0.7412850204125566,0.5706048300207912,0 days 00:00:00.814327
train,34,0.5428366320473808,0.78821955132546,0.784096234963287,0.7955426462463414,0.784096234963287,"[[2939  241  203]
 [ 108 1046  441]
 [ 108  281 1034]]",0.9250883057835745,0.8365732194935203,0.9627179283154164,0.9658851455009257,0.9088770958976305,0.7976532216712237,0.9036698931376764,0.7461812913084113,0 days 00:00:01.506955
val,34,1.1265212774276734,0.651910332832907,0.650887573964497,0.6549954497724495,0.650887573964497,"[[1975  350  212]
 [ 310  710  251]
 [ 199  389  505]]",0.7922698603629131,0.6253370128896024,0.8679676156671449,0.8582289358289514,0.7701832356899949,0.505254646606369,0.7386587297315999,0.512527456233487,0 days 00:00:00.836461
train,35,0.5394956980432782,0.7887172416070619,0.784877362912045,0.7944896945708024,0.784877362912045,"[[2931  258  194]
 [ 122 1093  380]
 [ 113  310 1000]]",0.925608881451379,0.8401485737715753,0.960656790364327,0.9640303964379667,0.9094351757273105,0.8025937131303661,0.9067346782624996,0.753821611746393,0 days 00:00:01.519712
val,35,1.1864932537078858,0.6394999110594268,0.6308916547643338,0.6614775138217646,0.6308916547643338,"[[1838  472  227]
 [ 180  518  573]
 [ 119  238  736]]",0.7816638592764837,0.6394243549338802,0.8456505311908292,0.8418023227425038,0.7384123041443692,0.4821344249244731,0.7609287424942529,0.5943363171346635,0 days 00:00:00.823942
train,36,0.5466721057891846,0.7955206384326611,0.7944071238868927,0.8048401663144231,0.7944071238868927,"[[3013  202  168]
 [ 119  944  532]
 [ 125  170 1128]]",0.9270244806782477,0.8391132005215217,0.9609308382633551,0.965262616992179,0.9082755750713908,0.7969448094888733,0.9118670286999975,0.7551321750835128,0 days 00:00:01.531204
val,36,1.077873206138611,0.6822776603578979,0.6745562130177515,0.6962423117673433,0.6745562130177515,"[[1954  467  116]
 [ 189  759  323]
 [ 132  368  593]]",0.8014767337219412,0.6561290950154605,0.867866406290121,0.8508700354037985,0.7678940900312762,0.5150550498545907,0.7686697048444264,0.6024621997879923,0 days 00:00:00.921586
train,37,0.5436043739318848,0.7930141423839491,0.7894079050148415,0.8002720705786311,0.7894079050148415,"[[2969  205  209]
 [ 113 1033  449]
 [ 101  271 1051]]",0.9273545770245261,0.8436626592727974,0.9627386924878947,0.9657502064251744,0.9133855668919597,0.8051957709113096,0.9059394716937237,0.7600420004819084,0 days 00:00:01.552156
val,37,1.097854232788086,0.6663012543975116,0.655988573760457,0.6838011577250799,0.655988573760457,"[[1887  540  110]
 [ 200  635  436]
 [  94  306  693]]",0.7989437294675227,0.6558725501927687,0.8587330520146168,0.8801285133733564,0.7376448123318875,0.4611446585571607,0.8004533240560634,0.626344478647789,0 days 00:00:00.889240
train,38,0.5244140880448478,0.8076268888168042,0.8065927198875176,0.8116200871849966,0.8065927198875176,"[[3064  195  124]
 [ 112 1022  461]
 [ 129  217 1077]]",0.9319111753905226,0.8477067757067435,0.9639800374029349,0.9675518745670132,0.9152376144239762,0.811833175005477,0.9165158743446568,0.7637352775477403,0 days 00:00:01.531021
val,38,1.1158651113510132,0.6749921381197983,0.6635380534584778,0.6993190318829682,0.6635380534584778,"[[1859  574  104]
 [ 183  783  305]
 [ 101  382  610]]",0.8044932249262452,0.6596788209266425,0.8567403777727535,0.8740814301612682,0.7486588942135755,0.47045939404787096,0.8080804027924071,0.6344956385707887,0 days 00:00:00.842075
train,39,0.5219822525978088,0.8089236785171282,0.8061240431182628,0.8130437484242092,0.8061240431182628,"[[3019  224  140]
 [ 107 1101  387]
 [  94  289 1040]]",0.9347618707356545,0.8566684720556789,0.9675705741900944,0.9702524890024099,0.9143506614641834,0.8074099980818463,0.9223643765526857,0.7923429290827803,0 days 00:00:01.572709
val,39,1.1654550075531005,0.6541279921623969,0.6480310140787594,0.6637553457819986,0.6480310140787594,"[[1926  499  112]
 [ 234  565  472]
 [ 141  267  685]]",0.7924914075315549,0.6439176573357485,0.8419367139599578,0.8533616150726773,0.7288064104314731,0.46468510387467993,0.8067310982032337,0.613706253059888,0 days 00:00:00.827925
train,40,0.5314023494720459,0.7992900972578836,0.7970629589126699,0.8026852046579956,0.7970629589126699,"[[3023  222  138]
 [ 117 1059  419]
 [ 118  285 1020]]",0.9323338371410314,0.852322143511756,0.9648473333807384,0.9677148149390592,0.9116468834020172,0.8015783299693829,0.9205072946403388,0.7876732856268258,0 days 00:00:01.532614
val,40,1.1237356424331666,0.6613632313060489,0.6574168537033258,0.6710962488909422,0.6574168537033258,"[[1975  396  166]
 [ 229  530  512]
 [ 117  259  717]]",0.803030161042459,0.6385161844915374,0.8519193432962043,0.8646448140050458,0.7362129990268177,0.4525055342249462,0.8209581408043547,0.5983982052446202,0 days 00:00:00.832680
train,41,0.5181848747389657,0.8037927495010578,0.8015935010154663,0.810638919309222,0.8015935010154663,"[[3032  174  177]
 [ 118 1007  470]
 [  90  241 1092]]",0.9340300500787221,0.8542759734505673,0.968178122123501,0.9703048381201362,0.912229358025561,0.8024476088064515,0.9216826700871042,0.7900754734251142,0 days 00:00:01.562118
val,41,1.0377808094024659,0.7001713163777158,0.6976127320954907,0.7133618226973663,0.6976127320954907,"[[2067  416   54]
 [ 289  794  188]
 [ 131  404  558]]",0.8246357368233935,0.6776974755632078,0.8547777995647496,0.8682522868503108,0.7488058468961123,0.4734403820304448,0.8703235640093183,0.6913997578088679,0 days 00:00:00.855920
