dataset,epoch,loss,F1,recall,precision,accuracy,confusion_matrix,roc_auc,pr_auc,0vr_roc_auc,0vr_pr_auc,1vr_roc_auc,1vr_pr_auc,2vr_roc_auc,2vr_pr_auc,time
train,1,1.0920521191188268,0.22993139257198802,0.27886267770660833,0.45494913694836564,0.27886267770660833,"[[ 281 1932 1170]
 [  89 1074  432]
 [  67  926  430]]",0.557137312614921,0.3865550827097241,0.596294437532848,0.6090725119255892,0.5722166127241679,0.3170805686507883,0.5029008875877473,0.23351216755279464,0 days 00:00:01.557935
val,1,1.079768991470337,0.5091104150421497,0.5615180575392777,0.5209559417205594,0.5615180575392777,"[[2152  232  153]
 [ 739  494   38]
 [ 789  198  106]]",0.6298791101451822,0.4570086308357495,0.667481177056718,0.6589523962139837,0.6806070142812864,0.45811585698491586,0.5415491390975421,0.2539576393083488,0 days 00:00:00.839031
train,2,1.0531553881508964,0.48796321192819975,0.5519450085924075,0.475598988128825,0.5519450085924075,"[[2925  265  193]
 [ 973  541   81]
 [1008  348   67]]",0.583642784197842,0.41333544194521216,0.6254257389939601,0.609616611702566,0.636431798287668,0.3924993109504531,0.489070815311898,0.23789040318261728,0 days 00:00:01.670586
val,2,1.0615406274795531,0.5051762612203402,0.5929402162823914,0.5283090675266016,0.5929402162823914,"[[2405  106   26]
 [ 774  488    9]
 [ 894  186   13]]",0.6385211713296841,0.4432041773085729,0.68118629394938,0.6744878346287175,0.6812240855013189,0.4203608879684292,0.5531531345383534,0.234763809328572,0 days 00:00:00.854180
train,3,1.0269572734832764,0.5026696996610401,0.5867833151070145,0.48999863958959067,0.5867833151070145,"[[3203   74  106]
 [1011  524   60]
 [1009  385   29]]",0.6364027705129202,0.46101290754340063,0.6774390605818239,0.6575040900686486,0.6601458860854443,0.4300698392301564,0.5716233648714922,0.29546479333139697,0 days 00:00:01.648267
val,3,1.0558212757110597,0.48581289881585393,0.5686594572536217,0.5205568541980722,0.5686594572536217,"[[2255  280    2]
 [ 740  530    1]
 [ 761  330    2]]",0.6506229530315957,0.4582163839602303,0.6949213401388719,0.6898630467470851,0.6659726511954535,0.41900938577002345,0.5909748677604619,0.2657767193635824,0 days 00:00:00.923286
train,4,1.001346468925476,0.516689148794175,0.6052179346977035,0.45892468873489334,0.6052179346977035,"[[3182  200    1]
 [ 903  692    0]
 [ 883  540    0]]",0.6683217951943753,0.4829160084590051,0.7127268412385084,0.6806768170288526,0.6722885577980503,0.4307835371445595,0.6199499865465674,0.33728767120360326,0 days 00:00:01.639085
val,4,1.1089479684829713,0.45388600002110413,0.49398082024076717,0.4351477134421852,0.49398082024076717,"[[1942  340  255]
 [ 611   96  564]
 [ 628   82  383]]",0.6544558566551063,0.4733216697195115,0.7011022818295987,0.6997239834307432,0.6680745297189042,0.448199571792481,0.594190758416816,0.2720414539353105,0 days 00:00:00.830806
train,5,0.9646518060139248,0.5450076390523989,0.6044368067489455,0.5473224906261801,0.6044368067489455,"[[3062  306   15]
 [ 730  718  147]
 [ 680  654   89]]",0.7164523130203028,0.5174694424498938,0.7734566588056644,0.7384295389571637,0.7039866572218375,0.4507652024661467,0.6719136230334061,0.363213585926371,0 days 00:00:01.543569
val,5,1.0448948383331298,0.5197162610351032,0.5566210977351561,0.5309195995690118,0.5566210977351561,"[[2007  169  361]
 [ 364  104  803]
 [ 415   61  617]]",0.7063758641457799,0.4945013780902496,0.7732578147978446,0.7492883195171984,0.7149350958985463,0.3971108809408995,0.6309346817409489,0.33710493381265083,0 days 00:00:00.846805
train,6,0.9184880767549787,0.5621708114160273,0.6109982815185128,0.5519843480123913,0.6109982815185128,"[[3083  153  147]
 [ 668  174  753]
 [ 553  216  654]]",0.7598239816606366,0.5451533397269691,0.8299424068457517,0.8036620466021532,0.7383279390834602,0.4371247137632507,0.7112015990526976,0.3946732588155035,0 days 00:00:01.523640
val,6,0.9834590673446655,0.5343039480757292,0.5915119363395226,0.5420889065251865,0.5915119363395226,"[[1908  618   11]
 [ 273  986   12]
 [ 324  764    5]]",0.7515193981409523,0.555874218881096,0.8123518124648601,0.8055437458990236,0.755669707590171,0.4959061245041684,0.6865366743678257,0.36617278624009614,0 days 00:00:00.827635
train,7,0.8900702595710754,0.6020988115314974,0.6261521637244181,0.5918514386644631,0.6261521637244181,"[[3016  259  108]
 [ 494  683  418]
 [ 421  693  309]]",0.7850204612991941,0.5674302558426444,0.8631742895665714,0.8380293532773098,0.7606497625095067,0.46463830825840235,0.7312373318215044,0.3996231059922212,0 days 00:00:01.699947
val,7,1.0630046367645263,0.5303188420684818,0.5043868598245256,0.6014575815052386,0.5043868598245256,"[[1361  462  714]
 [ 106  594  571]
 [ 161  415  517]]",0.7553666819125642,0.5681723792171135,0.8148016796421422,0.825447571681378,0.7580399156430915,0.5099722948926857,0.693258450452459,0.3690972710772771,0 days 00:00:00.928252
train,8,0.874173241002219,0.5944968534773764,0.6370879550070302,0.6023288993986641,0.6370879550070302,"[[2932  374   77]
 [ 436 1028  131]
 [ 407  898  118]]",0.7924058047940061,0.5841361748995509,0.8698208815879969,0.8525658676095567,0.7741601733465353,0.4864512538617496,0.733236359447486,0.41339140322734663,0 days 00:00:01.527237
val,8,0.9523276686668396,0.6000259098504834,0.6157926953682922,0.5981221891533215,0.6157926953682922,"[[2139  211  187]
 [ 366  383  522]
 [ 383  214  496]]",0.7636908956857571,0.5646791759337622,0.8306555366364607,0.8298431314542543,0.7625247901372643,0.5022964261284222,0.6978923602835461,0.3618979702186099,0 days 00:00:00.831085
train,9,0.8637238400323051,0.5775152494337837,0.6313076081862209,0.6042489803541811,0.6313076081862209,"[[2991   72  320]
 [ 451   99 1045]
 [ 400   72  951]]",0.8043293784970964,0.6112539826744874,0.8794790621724378,0.8682211359260517,0.7828643532053063,0.5155317461987075,0.7506447201135451,0.4500090658987031,0 days 00:00:01.584537
val,9,0.9873690247535706,0.565958726204517,0.5574372577025097,0.5909889327732486,0.5574372577025097,"[[1712  442  383]
 [ 195  392  684]
 [ 244  221  628]]",0.7646555436909225,0.571335392845847,0.8272836136849752,0.8337807326500181,0.7559436724732482,0.5085777543908545,0.710739344914544,0.37164769149666876,0 days 00:00:00.847025
train,10,0.8403740440096173,0.6367057665243908,0.6608342446492735,0.6458113173873088,0.6608342446492735,"[[2994  161  228]
 [ 409  344  842]
 [ 320  211  892]]",0.8108817978655227,0.6141664778732314,0.8866075397060929,0.8711385216719325,0.77823527800281,0.5096603761210969,0.7678025758876653,0.46170053582666476,0 days 00:00:01.508366
val,10,1.0271920084953308,0.5697258513461863,0.5641705774331769,0.5878973084420354,0.5641705774331769,"[[1744  653  140]
 [ 222  686  363]
 [ 289  469  335]]",0.7529977735941983,0.5618732415519956,0.8129410611277958,0.8321246041830864,0.7429177693536467,0.4978749840424425,0.7031344903011524,0.3556201364304578,0 days 00:00:00.831461
train,11,0.8441461409841265,0.6363453532616866,0.6538040931104515,0.644202809955558,0.6538040931104515,"[[2967  143  273]
 [ 377  407  811]
 [ 341  271  811]]",0.8158895144247231,0.6260387320499088,0.8928847841123524,0.8846705176559551,0.7862269863819651,0.5245988278956273,0.7685567727798518,0.468846850598144,0 days 00:00:01.567000
val,11,0.9473727107048034,0.5874263440271668,0.6006937359722505,0.60825544807654,0.6006937359722505,"[[1920  300  317]
 [ 253  258  760]
 [ 248   79  766]]",0.7670095964457184,0.5679205400173121,0.8384173954742234,0.838340045845464,0.7354385713945115,0.488412761803182,0.7271728224684202,0.3770088124032901,0 days 00:00:00.835635
train,12,0.8230758649962289,0.6858025543258366,0.692391813779097,0.6812594687629016,0.692391813779097,"[[2961  309  113]
 [ 372  749  474]
 [ 301  400  722]]",0.828353610296733,0.6615974083857413,0.8975339998632699,0.8856282974282147,0.791828004962449,0.5677498411376012,0.79569882606448,0.5314140865914079,0 days 00:00:01.555112
val,12,1.0953612327575684,0.5394567820640248,0.5149969394001225,0.6227857530147601,0.5149969394001225,"[[1394  987  156]
 [  95  745  431]
 [ 109  599  385]]",0.7551349273164781,0.5593045946893405,0.829217263018327,0.8495694462677937,0.6967880651880366,0.46189666429877424,0.7393994537430709,0.3664476735014535,0 days 00:00:00.843312
train,13,0.7805653895650592,0.6959138826779044,0.6972348070613966,0.6955216167410737,0.6972348070613966,"[[2866  380  137]
 [ 306  872  417]
 [ 268  430  725]]",0.8467393155183744,0.7116000961469843,0.9045328972073561,0.8987098541674493,0.8173075192060082,0.6084038419174834,0.8183775301417593,0.6276865923560201,0 days 00:00:01.512856
val,13,0.9380860328674316,0.6273616443018318,0.640685574372577,0.630464568314633,0.640685574372577,"[[2187  341    9]
 [ 344  630  297]
 [ 260  510  323]]",0.8021846244188842,0.6130994056822329,0.8604185966477854,0.8588832615961381,0.7379753474954105,0.4780173048982499,0.8081599291134569,0.5023976505523104,0 days 00:00:00.819633
train,14,0.7369492735181536,0.7066695576770804,0.7172316825496017,0.7238977518543923,0.7172316825496017,"[[2990  143  250]
 [ 327  602  666]
 [ 278  146  999]]",0.8626007116960738,0.7461935187037106,0.9096438709353887,0.9054336373120493,0.839844525586486,0.6631339322107712,0.8383137385663468,0.6700129865883114,0 days 00:00:01.639227
val,14,0.9687130570411682,0.5953721770267744,0.591715976331361,0.6229484887962624,0.591715976331361,"[[1751  502  284]
 [ 203  361  707]
 [ 138  167  788]]",0.7896164570198012,0.6195054067382788,0.8544970144067463,0.872201276435625,0.7105267321668152,0.44402252837597006,0.8038256244858419,0.5422924154032414,0 days 00:00:00.811069
train,15,0.70525005034038,0.7210369525908739,0.7208248711138885,0.721858464789578,0.7208248711138885,"[[2866  357  160]
 [ 257  855  483]
 [ 231  299  893]]",0.8730801965832349,0.758970999853755,0.9177305856456492,0.9133905583283982,0.8467779956350278,0.6784553140195194,0.8547320084690275,0.6850671272133475,0 days 00:00:01.527454
val,15,1.0459525108337402,0.6189224591154462,0.6133442154662314,0.6326451874151573,0.6133442154662314,"[[1817  606  114]
 [ 213  465  593]
 [ 193  176  724]]",0.7877280074820233,0.6207826793032231,0.8416791886175966,0.871746726714002,0.7129268509427297,0.47146008911914816,0.8085779828857435,0.519141222076519,0 days 00:00:00.878076
train,16,0.6754793695041111,0.7412620056019198,0.7430089048586158,0.7402440842301006,0.7430089048586158,"[[2941  307  135]
 [ 268  899  428]
 [ 247  260  916]]",0.8831622978895773,0.7734194055979572,0.9242326120134059,0.9240738410582446,0.8608768819539838,0.6955187110159542,0.8643773997013423,0.7006656647196732,0 days 00:00:01.527779
val,16,0.9852628946304322,0.5851285484563166,0.5684554172617833,0.6713930258865518,0.5684554172617833,"[[1418  754  365]
 [  51  508  712]
 [  58  175  860]]",0.7981040574440347,0.6384346196344654,0.8767359825846506,0.901812254273411,0.7059704404028845,0.4711942433840312,0.8116057493445686,0.5422973612459538,0 days 00:00:00.942908
train,17,0.6552463344165257,0.7324754740555735,0.7298859553194813,0.7363451608069927,0.7298859553194813,"[[2824  384  175]
 [ 186  921  488]
 [ 230  266  927]]",0.8891306599068757,0.7782610683841492,0.9304961932023976,0.9274255506516542,0.8639619754303987,0.6993626000088332,0.8729338110878309,0.7079950544919604,0 days 00:00:01.531907
val,17,1.0325663566589356,0.629777025632835,0.6217098551316058,0.7441105678898119,0.6217098551316058,"[[1584  932   21]
 [  78 1102   91]
 [  94  638  361]]",0.8149599008536548,0.6753697884888186,0.8606975476984622,0.8945608683909053,0.7672065768911489,0.5197195445395502,0.8169755779713532,0.6118289525360002,0 days 00:00:00.897302
train,18,0.6290621842656817,0.7531488050764024,0.7506639587564443,0.7562510543014093,0.7506639587564443,"[[2890  349  144]
 [ 167 1014  414]
 [ 199  323  901]]",0.8982696905689873,0.7913955834765768,0.9423993530197278,0.9449855070536233,0.8692724741930478,0.7133165093806535,0.8831372444941862,0.7158847339954535,0 days 00:00:01.566963
val,18,1.0263307332992553,0.6720882570545433,0.6574168537033258,0.7343564490854677,0.6574168537033258,"[[1696  796   45]
 [  92  976  203]
 [  93  450  550]]",0.8223083389862152,0.6870766624904839,0.8599619039234557,0.8969266501109465,0.7749135731826526,0.5260335716316177,0.8320495398525375,0.6382697657288877,0 days 00:00:00.829981
train,19,0.6467925991330828,0.7392063675377233,0.7350413997812841,0.7456842424880215,0.7350413997812841,"[[2808  408  167]
 [ 177  932  486]
 [ 169  289  965]]",0.8925858848681086,0.7874888661293848,0.934121647100352,0.9354970083982551,0.864353531439932,0.7123461520511116,0.8792824760640423,0.7146234379387877,0 days 00:00:01.545705
val,19,1.0028323769569396,0.6608948711608484,0.6670067333197307,0.7261160758853641,0.6670067333197307,"[[1981  538   18]
 [ 257  957   57]
 [ 174  588  331]]",0.8251762292574892,0.6910921099165374,0.8588044154633255,0.8908681202074259,0.7786175177134336,0.5283071774795711,0.8381067545957083,0.6541010320626152,0 days 00:00:00.950631
train,20,0.6314876079559326,0.7580327701878582,0.7561318543977503,0.7609271222522214,0.7561318543977503,"[[2897  320  166]
 [ 204  966  425]
 [ 165  281  977]]",0.8993605873704738,0.7911931027545142,0.9376926929897608,0.9339094099727845,0.8696835982190495,0.7082199707832221,0.890705470902611,0.7314499275075362,0 days 00:00:01.585899
